Entity,Code,Day,Daily new confirmed cases of COVID-19,Daily new confirmed deaths due to COVID-19
Argentina,ARG,2022-06-15,0,0
Argentina,ARG,2022-06-16,0,0
Argentina,ARG,2022-06-17,0,0
Argentina,ARG,2022-06-18,0,0
Argentina,ARG,2022-06-19,28039,22
Argentina,ARG,2022-06-20,0,0
Argentina,ARG,2022-06-21,0,0
Argentina,ARG,2022-06-22,0,0
Argentina,ARG,2022-06-23,0,0
Argentina,ARG,2022-06-24,0,0
Argentina,ARG,2022-06-25,0,0
Argentina,ARG,2022-06-26,25680,54
Argentina,ARG,2022-06-27,0,0
Argentina,ARG,2022-06-28,0,0
Argentina,ARG,2022-06-29,0,0
Argentina,ARG,2022-06-30,0,0
Argentina,ARG,2022-07-01,0,0
Argentina,ARG,2022-07-02,0,0
Argentina,ARG,2022-07-03,27154,39
Argentina,ARG,2022-07-04,0,0
Argentina,ARG,2022-07-05,0,0
Argentina,ARG,2022-07-06,0,0
Argentina,ARG,2022-07-07,0,0
Argentina,ARG,2022-07-08,0,0
Argentina,ARG,2022-07-09,0,0
Argentina,ARG,2022-07-10,31845,36
Argentina,ARG,2022-07-11,0,0
Argentina,ARG,2022-07-12,0,0
Argentina,ARG,2022-07-13,0,0
Argentina,ARG,2022-07-14,0,0
Argentina,ARG,2022-07-15,0,0
Argentina,ARG,2022-07-16,0,0
Argentina,ARG,2022-07-17,39656,57
Argentina,ARG,2022-07-18,0,0
Argentina,ARG,2022-07-19,0,0
Argentina,ARG,2022-07-20,0,0
Argentina,ARG,2022-07-21,0,0
Argentina,ARG,2022-07-22,0,0
Argentina,ARG,2022-07-23,0,0
Argentina,ARG,2022-07-24,41735,76
Armenia,ARM,2020-03-01,1,
Armenia,ARM,2020-03-02,0,
Armenia,ARM,2020-03-03,0,
Armenia,ARM,2020-03-04,0,
Armenia,ARM,2020-03-05,0,
Armenia,ARM,2020-03-06,0,
Armenia,ARM,2020-03-07,0,
Armenia,ARM,2020-03-08,0,
Armenia,ARM,2020-03-09,0,
Armenia,ARM,2020-03-10,0,
Armenia,ARM,2020-03-11,0,
Armenia,ARM,2020-03-12,3,
Armenia,ARM,2020-03-13,4,
Armenia,ARM,2020-03-14,10,
Armenia,ARM,2020-03-15,8,
Armenia,ARM,2020-03-16,26,
Armenia,ARM,2020-03-17,26,
Armenia,ARM,2020-03-18,6,
Armenia,ARM,2020-03-19,31,
Armenia,ARM,2020-03-20,21,
Armenia,ARM,2020-03-21,24,
Armenia,ARM,2020-03-22,34,
Armenia,ARM,2020-03-23,41,
Armenia,ARM,2020-03-24,14,
Armenia,ARM,2020-03-25,16,
Armenia,ARM,2020-03-26,25,1
Armenia,ARM,2020-03-27,39,0
Armenia,ARM,2020-03-28,78,0
Armenia,ARM,2020-03-29,17,2
Armenia,ARM,2020-03-30,58,0
Armenia,ARM,2020-03-31,50,0
Armenia,ARM,2020-04-01,39,1
Armenia,ARM,2020-04-02,92,3
Armenia,ARM,2020-04-03,73,0
Armenia,ARM,2020-04-04,34,0
Armenia,ARM,2020-04-05,52,0
Armenia,ARM,2020-04-06,11,1
Armenia,ARM,2020-04-07,20,0
Armenia,ARM,2020-04-08,28,1
Armenia,ARM,2020-04-09,40,1
Armenia,ARM,2020-04-10,16,2
Armenia,ARM,2020-04-11,30,1
Armenia,ARM,2020-04-12,46,0
Armenia,ARM,2020-04-13,26,1
Armenia,ARM,2020-04-14,28,2
Armenia,ARM,2020-04-15,44,1
Armenia,ARM,2020-04-16,48,1
Armenia,ARM,2020-04-17,42,1
Armenia,ARM,2020-04-18,47,1
Armenia,ARM,2020-04-19,43,0
Armenia,ARM,2020-04-20,48,2
Armenia,ARM,2020-04-21,62,2
Armenia,ARM,2020-04-22,72,0
Armenia,ARM,2020-04-23,50,0
Armenia,ARM,2020-04-24,73,3
Armenia,ARM,2020-04-25,81,1
Armenia,ARM,2020-04-26,69,0
Armenia,ARM,2020-04-27,62,1
Armenia,ARM,2020-04-28,59,1
Armenia,ARM,2020-04-29,65,0
Armenia,ARM,2020-04-30,134,2
Armenia,ARM,2020-05-01,82,1
Armenia,ARM,2020-05-02,125,0
Armenia,ARM,2020-05-03,113,2
Armenia,ARM,2020-05-04,121,4
Armenia,ARM,2020-05-05,112,1
Armenia,ARM,2020-05-06,163,0
Armenia,ARM,2020-05-07,102,2
Armenia,ARM,2020-05-08,145,1
Armenia,ARM,2020-05-09,146,1
Armenia,ARM,2020-05-10,138,1
Armenia,ARM,2020-05-11,79,1
Armenia,ARM,2020-05-12,146,1
Armenia,ARM,2020-05-13,180,1
Armenia,ARM,2020-05-14,142,1
Armenia,ARM,2020-05-15,184,3
Armenia,ARM,2020-05-16,239,3
Armenia,ARM,2020-05-17,189,5
Armenia,ARM,2020-05-18,351,1
Armenia,ARM,2020-05-19,218,3
Armenia,ARM,2020-05-20,230,3
Armenia,ARM,2020-05-21,335,3
Armenia,ARM,2020-05-22,322,4
Armenia,ARM,2020-05-23,374,3
Armenia,ARM,2020-05-24,359,4
Armenia,ARM,2020-05-25,452,6
Armenia,ARM,2020-05-26,289,4
Armenia,ARM,2020-05-27,372,7
Armenia,ARM,2020-05-28,442,15
Armenia,ARM,2020-05-29,460,7
Armenia,ARM,2020-05-30,251,7
Armenia,ARM,2020-05-31,355,4
Armenia,ARM,2020-06-01,210,8
Armenia,ARM,2020-06-02,517,19
Armenia,ARM,2020-06-03,515,12
Armenia,ARM,2020-06-04,697,6
Armenia,ARM,2020-06-05,596,7
Armenia,ARM,2020-06-06,547,7
Armenia,ARM,2020-06-07,766,10
Armenia,ARM,2020-06-08,195,11
Armenia,ARM,2020-06-09,350,6
Armenia,ARM,2020-06-10,428,10
Armenia,ARM,2020-06-11,566,18
Armenia,ARM,2020-06-12,612,13
Armenia,ARM,2020-06-13,723,6
Armenia,ARM,2020-06-14,663,5
Armenia,ARM,2020-06-15,397,16
Armenia,ARM,2020-06-16,425,8
Armenia,ARM,2020-06-17,544,9
Armenia,ARM,2020-06-18,665,7
Armenia,ARM,2020-06-19,459,10
Armenia,ARM,2020-06-20,551,13
Armenia,ARM,2020-06-21,560,18
Armenia,ARM,2020-06-22,320,10
Armenia,ARM,2020-06-23,418,12
Armenia,ARM,2020-06-24,711,14
Armenia,ARM,2020-06-25,771,11
Armenia,ARM,2020-06-26,759,13
Armenia,ARM,2020-06-27,662,11
Armenia,ARM,2020-06-28,736,5
Armenia,ARM,2020-06-29,482,7
Armenia,ARM,2020-06-30,415,10
Armenia,ARM,2020-07-01,523,10
Armenia,ARM,2020-07-02,593,6
Armenia,ARM,2020-07-03,662,10
Armenia,ARM,2020-07-04,580,8
Armenia,ARM,2020-07-05,706,7
Armenia,ARM,2020-07-06,330,7
Armenia,ARM,2020-07-07,349,12
Armenia,ARM,2020-07-08,535,18
Armenia,ARM,2020-07-09,526,14
Armenia,ARM,2020-07-10,557,11
Armenia,ARM,2020-07-11,489,13
Armenia,ARM,2020-07-12,577,6
Armenia,ARM,2020-07-13,182,8
Armenia,ARM,2020-07-14,339,8
Armenia,ARM,2020-07-15,515,11
Armenia,ARM,2020-07-16,554,15
Armenia,ARM,2020-07-17,442,13
Armenia,ARM,2020-07-18,461,11
Armenia,ARM,2020-07-19,415,10
Armenia,ARM,2020-07-20,104,9
Armenia,ARM,2020-07-21,273,12
Armenia,ARM,2020-07-22,439,16
Armenia,ARM,2020-07-23,469,10
Armenia,ARM,2020-07-24,451,4
Armenia,ARM,2020-07-25,383,8
Armenia,ARM,2020-07-26,321,5
Armenia,ARM,2020-07-27,73,6
Armenia,ARM,2020-07-28,239,8
Armenia,ARM,2020-07-29,308,4
Armenia,ARM,2020-07-30,259,5
Armenia,ARM,2020-07-31,354,10
Armenia,ARM,2020-08-01,291,11
Armenia,ARM,2020-08-02,209,5
Armenia,ARM,2020-08-03,52,8
Armenia,ARM,2020-08-04,196,6
Armenia,ARM,2020-08-05,288,2
Armenia,ARM,2020-08-06,233,2
Armenia,ARM,2020-08-07,166,5
Armenia,ARM,2020-08-08,200,8
Armenia,ARM,2020-08-09,225,6
Armenia,ARM,2020-08-10,23,5
Armenia,ARM,2020-08-11,160,7
Armenia,ARM,2020-08-12,201,3
Armenia,ARM,2020-08-13,229,3
Armenia,ARM,2020-08-14,276,5
Armenia,ARM,2020-08-15,196,3
Armenia,ARM,2020-08-16,168,1
Armenia,ARM,2020-08-17,38,6
Armenia,ARM,2020-08-18,145,8
Armenia,ARM,2020-08-19,210,1
Armenia,ARM,2020-08-20,263,3
Armenia,ARM,2020-08-21,158,6
Armenia,ARM,2020-08-22,139,8
Armenia,ARM,2020-08-23,176,2
Armenia,ARM,2020-08-24,33,2
Armenia,ARM,2020-08-25,111,4
Armenia,ARM,2020-08-26,131,3
Armenia,ARM,2020-08-27,203,3
Armenia,ARM,2020-08-28,181,5
Armenia,ARM,2020-08-29,175,3
Armenia,ARM,2020-08-30,124,5
Armenia,ARM,2020-08-31,31,2
Armenia,ARM,2020-09-01,97,2
Armenia,ARM,2020-09-02,197,3
Armenia,ARM,2020-09-03,196,3
Armenia,ARM,2020-09-04,190,4
Armenia,ARM,2020-09-05,188,4
Armenia,ARM,2020-09-06,134,2
Armenia,ARM,2020-09-07,62,3
Armenia,ARM,2020-09-08,108,3
Armenia,ARM,2020-09-09,199,2
Armenia,ARM,2020-09-10,174,1
Armenia,ARM,2020-09-11,177,3
Armenia,ARM,2020-09-12,172,2
Armenia,ARM,2020-09-13,187,5
Armenia,ARM,2020-09-14,107,3
Armenia,ARM,2020-09-15,150,1
Armenia,ARM,2020-09-16,257,3
Armenia,ARM,2020-09-17,295,2
Armenia,ARM,2020-09-18,239,1
Armenia,ARM,2020-09-19,244,2
Armenia,ARM,2020-09-20,277,2
Armenia,ARM,2020-09-21,121,6
Armenia,ARM,2020-09-22,115,2
Armenia,ARM,2020-09-23,210,4
Armenia,ARM,2020-09-24,374,3
Armenia,ARM,2020-09-25,392,2
Armenia,ARM,2020-09-26,429,1
Armenia,ARM,2020-09-27,328,3
Armenia,ARM,2020-09-28,174,6
Armenia,ARM,2020-09-29,327,1
Armenia,ARM,2020-09-30,458,1
Armenia,ARM,2020-10-01,491,4
Armenia,ARM,2020-10-02,532,3
Armenia,ARM,2020-10-03,543,6
Armenia,ARM,2020-10-04,571,5
Armenia,ARM,2020-10-05,181,7
Armenia,ARM,2020-10-06,406,6
Armenia,ARM,2020-10-07,672,5
Armenia,ARM,2020-10-08,718,9
Armenia,ARM,2020-10-09,614,6
Armenia,ARM,2020-10-10,649,6
Armenia,ARM,2020-10-11,715,4
Armenia,ARM,2020-10-12,370,6
Armenia,ARM,2020-10-13,745,6
Armenia,ARM,2020-10-14,1058,7
Armenia,ARM,2020-10-15,1371,7
Armenia,ARM,2020-10-16,1465,10
Armenia,ARM,2020-10-17,1540,11
Armenia,ARM,2020-10-18,1694,14
Armenia,ARM,2020-10-19,766,10
Armenia,ARM,2020-10-20,1234,10
Armenia,ARM,2020-10-21,1836,20
Armenia,ARM,2020-10-22,2306,10
Armenia,ARM,2020-10-23,2474,14
Armenia,ARM,2020-10-24,2213,12
Armenia,ARM,2020-10-25,2314,23
Armenia,ARM,2020-10-26,973,16
Armenia,ARM,2020-10-27,1600,26
Armenia,ARM,2020-10-28,2241,21
Armenia,ARM,2020-10-29,2383,29
Armenia,ARM,2020-10-30,2398,28
Armenia,ARM,2020-10-31,2381,41
Armenia,ARM,2020-11-01,2441,22
Armenia,ARM,2020-11-02,1194,28
Armenia,ARM,2020-11-03,1328,22
Armenia,ARM,2020-11-04,2374,35
Armenia,ARM,2020-11-05,2413,28
Armenia,ARM,2020-11-06,2210,30
Armenia,ARM,2020-11-07,2476,27
Armenia,ARM,2020-11-08,2175,26
Armenia,ARM,2020-11-09,1042,21
Armenia,ARM,2020-11-10,1221,29
Armenia,ARM,2020-11-11,1861,27
Armenia,ARM,2020-11-12,2132,32
Armenia,ARM,2020-11-13,1703,29
Armenia,ARM,2020-11-14,1472,41
Armenia,ARM,2020-11-15,1482,25
Armenia,ARM,2020-11-16,549,25
Armenia,ARM,2020-11-17,984,23
Armenia,ARM,2020-11-18,1589,28
Armenia,ARM,2020-11-19,1520,31
Armenia,ARM,2020-11-20,1667,30
Armenia,ARM,2020-11-21,1193,31
Armenia,ARM,2020-11-22,1385,21
Armenia,ARM,2020-11-23,485,24
Armenia,ARM,2020-11-24,813,26
Armenia,ARM,2020-11-25,1563,38
Armenia,ARM,2020-11-26,1785,28
Armenia,ARM,2020-11-27,1476,22
Armenia,ARM,2020-11-28,1248,31
Armenia,ARM,2020-11-29,1174,21
Armenia,ARM,2020-11-30,356,22
Armenia,ARM,2020-12-01,843,29
Armenia,ARM,2020-12-02,1264,35
Armenia,ARM,2020-12-03,1277,26
Armenia,ARM,2020-12-04,1184,23
Armenia,ARM,2020-12-05,1267,32
Armenia,ARM,2020-12-06,978,17
Armenia,ARM,2020-12-07,407,18
Armenia,ARM,2020-12-08,584,28
Armenia,ARM,2020-12-09,1138,21
Armenia,ARM,2020-12-10,1174,23
Armenia,ARM,2020-12-11,1077,29
Armenia,ARM,2020-12-12,995,17
Armenia,ARM,2020-12-13,1013,24
Armenia,ARM,2020-12-14,357,17
Armenia,ARM,2020-12-15,438,26
Armenia,ARM,2020-12-16,1098,27
Armenia,ARM,2020-12-17,1174,25
Armenia,ARM,2020-12-18,861,15
Armenia,ARM,2020-12-19,920,20
Armenia,ARM,2020-12-20,652,14
Armenia,ARM,2020-12-21,240,26
Armenia,ARM,2020-12-22,537,17
Armenia,ARM,2020-12-23,838,18
Armenia,ARM,2020-12-24,702,23
Armenia,ARM,2020-12-25,621,19
Armenia,ARM,2020-12-26,586,19
Armenia,ARM,2020-12-27,485,16
Armenia,ARM,2020-12-28,114,7
Armenia,ARM,2020-12-29,348,22
Armenia,ARM,2020-12-30,582,10
Armenia,ARM,2020-12-31,531,16
Armenia,ARM,2021-01-01,329,5
Armenia,ARM,2021-01-02,60,8
Armenia,ARM,2021-01-03,229,14
Armenia,ARM,2021-01-04,193,14
Armenia,ARM,2021-01-05,324,14
Armenia,ARM,2021-01-06,309,12
Armenia,ARM,2021-01-07,201,11
Armenia,ARM,2021-01-08,361,7
Armenia,ARM,2021-01-09,379,14
Armenia,ARM,2021-01-10,337,7
Armenia,ARM,2021-01-11,157,2
Armenia,ARM,2021-01-12,355,10
Armenia,ARM,2021-01-13,485,10
Armenia,ARM,2021-01-14,448,12
Armenia,ARM,2021-01-15,396,11
Armenia,ARM,2021-01-16,263,13
Armenia,ARM,2021-01-17,351,5
Armenia,ARM,2021-01-18,90,6
Armenia,ARM,2021-01-19,236,9
Armenia,ARM,2021-01-20,309,9
Armenia,ARM,2021-01-21,307,5
Armenia,ARM,2021-01-22,183,9
Armenia,ARM,2021-01-23,198,4
Armenia,ARM,2021-01-24,127,5
Armenia,ARM,2021-01-25,58,8
Armenia,ARM,2021-01-26,138,5
Armenia,ARM,2021-01-27,195,4
Armenia,ARM,2021-01-28,242,11
Armenia,ARM,2021-01-29,59,2
Armenia,ARM,2021-01-30,173,2
Armenia,ARM,2021-01-31,125,9
Armenia,ARM,2021-02-01,62,4
Armenia,ARM,2021-02-02,143,5
Armenia,ARM,2021-02-03,190,7
Armenia,ARM,2021-02-04,147,11
Armenia,ARM,2021-02-05,158,2
Armenia,ARM,2021-02-06,211,5
Armenia,ARM,2021-02-07,151,3
Armenia,ARM,2021-02-08,89,6
Armenia,ARM,2021-02-09,123,3
Armenia,ARM,2021-02-10,196,4
Armenia,ARM,2021-02-11,180,5
Armenia,ARM,2021-02-12,154,3
Armenia,ARM,2021-02-13,192,2
Armenia,ARM,2021-02-14,145,1
Armenia,ARM,2021-02-15,88,6
Armenia,ARM,2021-02-16,136,3
Armenia,ARM,2021-02-17,206,5
Armenia,ARM,2021-02-18,223,1
Armenia,ARM,2021-02-19,191,2
Armenia,ARM,2021-02-20,223,1
Armenia,ARM,2021-02-21,168,5
Armenia,ARM,2021-02-22,104,3
Armenia,ARM,2021-02-23,166,4
Armenia,ARM,2021-02-24,273,4
Armenia,ARM,2021-02-25,282,4
Armenia,ARM,2021-02-26,283,4
Armenia,ARM,2021-02-27,283,7
Armenia,ARM,2021-02-28,265,2
Armenia,ARM,2021-03-01,158,3
Armenia,ARM,2021-03-02,240,5
Armenia,ARM,2021-03-03,360,2
Armenia,ARM,2021-03-04,491,6
Armenia,ARM,2021-03-05,442,7
Armenia,ARM,2021-03-06,508,4
Armenia,ARM,2021-03-07,422,2
Armenia,ARM,2021-03-08,337,4
Armenia,ARM,2021-03-09,182,7
Armenia,ARM,2021-03-10,340,5
Armenia,ARM,2021-03-11,748,2
Armenia,ARM,2021-03-12,818,4
Armenia,ARM,2021-03-13,795,10
Armenia,ARM,2021-03-14,486,2
Armenia,ARM,2021-03-15,317,10
Armenia,ARM,2021-03-16,585,12
Armenia,ARM,2021-03-17,854,5
Armenia,ARM,2021-03-18,1024,19
Armenia,ARM,2021-03-19,891,19
Armenia,ARM,2021-03-20,1071,12
Armenia,ARM,2021-03-21,586,16
Armenia,ARM,2021-03-22,506,12
Armenia,ARM,2021-03-23,801,24
Armenia,ARM,2021-03-24,1164,14
Armenia,ARM,2021-03-25,1257,18
Armenia,ARM,2021-03-26,1005,18
Armenia,ARM,2021-03-27,1094,16
Armenia,ARM,2021-03-28,777,14
Armenia,ARM,2021-03-29,424,12
Armenia,ARM,2021-03-30,750,21
Armenia,ARM,2021-03-31,1148,18
Armenia,ARM,2021-04-01,1097,18
Armenia,ARM,2021-04-02,1116,19
Armenia,ARM,2021-04-03,1192,23
Armenia,ARM,2021-04-04,590,17
Armenia,ARM,2021-04-05,479,22
Armenia,ARM,2021-04-06,760,13
Armenia,ARM,2021-04-07,1025,20
Armenia,ARM,2021-04-08,1231,28
Armenia,ARM,2021-04-09,1029,22
Armenia,ARM,2021-04-10,1009,23
Armenia,ARM,2021-04-11,650,15
Armenia,ARM,2021-04-12,510,18
Armenia,ARM,2021-04-13,726,22
Armenia,ARM,2021-04-14,1075,19
Armenia,ARM,2021-04-15,1014,23
Armenia,ARM,2021-04-16,961,18
Armenia,ARM,2021-04-17,870,24
Armenia,ARM,2021-04-18,547,19
Armenia,ARM,2021-04-19,298,17
Armenia,ARM,2021-04-20,667,24
Armenia,ARM,2021-04-21,1033,25
Armenia,ARM,2021-04-22,881,25
Armenia,ARM,2021-04-23,715,15
Armenia,ARM,2021-04-24,764,17
Armenia,ARM,2021-04-25,410,17
Armenia,ARM,2021-04-26,181,22
Armenia,ARM,2021-04-27,595,18
Armenia,ARM,2021-04-28,808,13
Armenia,ARM,2021-04-29,656,16
Armenia,ARM,2021-04-30,536,21
Armenia,ARM,2021-05-01,532,20
Armenia,ARM,2021-05-02,267,11
Armenia,ARM,2021-05-03,145,10
Armenia,ARM,2021-05-04,399,16
Armenia,ARM,2021-05-05,493,13
Armenia,ARM,2021-05-06,425,14
Armenia,ARM,2021-05-07,356,17
Armenia,ARM,2021-05-08,411,16
Armenia,ARM,2021-05-09,178,9
Armenia,ARM,2021-05-10,83,15
Armenia,ARM,2021-05-11,243,7
Armenia,ARM,2021-05-12,354,16
Armenia,ARM,2021-05-13,267,19
Armenia,ARM,2021-05-14,230,10
Armenia,ARM,2021-05-15,282,13
Armenia,ARM,2021-05-16,131,9
Armenia,ARM,2021-05-17,67,10
Armenia,ARM,2021-05-18,212,13
Armenia,ARM,2021-05-19,229,11
Armenia,ARM,2021-05-20,191,7
Armenia,ARM,2021-05-21,140,7
Armenia,ARM,2021-05-22,181,15
Armenia,ARM,2021-05-23,68,6
Armenia,ARM,2021-05-24,34,2
Armenia,ARM,2021-05-25,157,6
Armenia,ARM,2021-05-26,130,11
Armenia,ARM,2021-05-27,140,5
Armenia,ARM,2021-05-28,104,7
Armenia,ARM,2021-05-29,42,5
Armenia,ARM,2021-05-30,81,4
Armenia,ARM,2021-05-31,34,6
Armenia,ARM,2021-06-01,108,7
Armenia,ARM,2021-06-02,92,1
Armenia,ARM,2021-06-03,108,2
Armenia,ARM,2021-06-04,72,4
Armenia,ARM,2021-06-05,93,2
Armenia,ARM,2021-06-06,37,4
Armenia,ARM,2021-06-07,32,5
Armenia,ARM,2021-06-08,73,0
Armenia,ARM,2021-06-09,99,11
Armenia,ARM,2021-06-10,76,4
Armenia,ARM,2021-06-11,95,4
Armenia,ARM,2021-06-12,88,0
Armenia,ARM,2021-06-13,39,2
Armenia,ARM,2021-06-14,41,4
Armenia,ARM,2021-06-15,82,1
Armenia,ARM,2021-06-16,99,1
Armenia,ARM,2021-06-17,96,1
Armenia,ARM,2021-06-18,86,1
Armenia,ARM,2021-06-19,81,4
Armenia,ARM,2021-06-20,60,2
Armenia,ARM,2021-06-21,26,1
Armenia,ARM,2021-06-22,77,3
Armenia,ARM,2021-06-23,100,1
Armenia,ARM,2021-06-24,103,2
Armenia,ARM,2021-06-25,102,0
Armenia,ARM,2021-06-26,93,1
Armenia,ARM,2021-06-27,69,2
Armenia,ARM,2021-06-28,54,2
Armenia,ARM,2021-06-29,116,4
Armenia,ARM,2021-06-30,128,0
Armenia,ARM,2021-07-01,126,3
Armenia,ARM,2021-07-02,118,1
Armenia,ARM,2021-07-03,125,3
Armenia,ARM,2021-07-04,89,5
Armenia,ARM,2021-07-05,53,1
Armenia,ARM,2021-07-06,55,3
Armenia,ARM,2021-07-07,140,1
Armenia,ARM,2021-07-08,186,5
Armenia,ARM,2021-07-09,148,4
Armenia,ARM,2021-07-10,150,2
Armenia,ARM,2021-07-11,103,2
Armenia,ARM,2021-07-12,71,3
Armenia,ARM,2021-07-13,138,2
Armenia,ARM,2021-07-14,159,3
Armenia,ARM,2021-07-15,193,4
Armenia,ARM,2021-07-16,162,2
Armenia,ARM,2021-07-17,187,1
Armenia,ARM,2021-07-18,132,7
Armenia,ARM,2021-07-19,92,3
Armenia,ARM,2021-07-20,194,3
Armenia,ARM,2021-07-21,220,1
Armenia,ARM,2021-07-22,225,2
Armenia,ARM,2021-07-23,221,4
Armenia,ARM,2021-07-24,250,5
Armenia,ARM,2021-07-25,166,3
Armenia,ARM,2021-07-26,112,3
Armenia,ARM,2021-07-27,180,7
Armenia,ARM,2021-07-28,280,0
Armenia,ARM,2021-07-29,233,7
Armenia,ARM,2021-07-30,264,4
Armenia,ARM,2021-07-31,243,6
Armenia,ARM,2021-08-01,229,5
Armenia,ARM,2021-08-02,137,2
Armenia,ARM,2021-08-03,237,0
Armenia,ARM,2021-08-04,280,4
Armenia,ARM,2021-08-05,329,7
Armenia,ARM,2021-08-06,303,4
Armenia,ARM,2021-08-07,298,5
Armenia,ARM,2021-08-08,234,9
Armenia,ARM,2021-08-09,140,3
Armenia,ARM,2021-08-10,313,5
Armenia,ARM,2021-08-11,391,6
Armenia,ARM,2021-08-12,399,5
Armenia,ARM,2021-08-13,397,9
Armenia,ARM,2021-08-14,430,7
Armenia,ARM,2021-08-15,331,10
Armenia,ARM,2021-08-16,256,7
Armenia,ARM,2021-08-17,357,11
Armenia,ARM,2021-08-18,504,3
Armenia,ARM,2021-08-19,559,11
Armenia,ARM,2021-08-20,508,5
Armenia,ARM,2021-08-21,507,5
Armenia,ARM,2021-08-22,385,15
Armenia,ARM,2021-08-23,251,10
Armenia,ARM,2021-08-24,537,6
Armenia,ARM,2021-08-25,634,10
Armenia,ARM,2021-08-26,683,7
Armenia,ARM,2021-08-27,522,11
Armenia,ARM,2021-08-28,692,16
Armenia,ARM,2021-08-29,383,11
Armenia,ARM,2021-08-30,275,7
Armenia,ARM,2021-08-31,524,14
Armenia,ARM,2021-09-01,615,13
Armenia,ARM,2021-09-02,636,19
Armenia,ARM,2021-09-03,595,16
Armenia,ARM,2021-09-04,621,12
Armenia,ARM,2021-09-05,423,7
Armenia,ARM,2021-09-06,239,13
Armenia,ARM,2021-09-07,501,15
Armenia,ARM,2021-09-08,645,15
Armenia,ARM,2021-09-09,587,14
Armenia,ARM,2021-09-10,669,11
Armenia,ARM,2021-09-11,731,16
Armenia,ARM,2021-09-12,453,7
Armenia,ARM,2021-09-13,296,16
Armenia,ARM,2021-09-14,657,16
Armenia,ARM,2021-09-15,756,22
Armenia,ARM,2021-09-16,764,19
Armenia,ARM,2021-09-17,759,26
Armenia,ARM,2021-09-18,1011,16
Armenia,ARM,2021-09-19,507,14
Armenia,ARM,2021-09-20,342,12
Armenia,ARM,2021-09-21,494,18
Armenia,ARM,2021-09-22,273,20
Armenia,ARM,2021-09-23,939,19
Armenia,ARM,2021-09-24,906,16
Armenia,ARM,2021-09-25,1066,23
Armenia,ARM,2021-09-26,925,12
Armenia,ARM,2021-09-27,462,13
Armenia,ARM,2021-09-28,772,13
Armenia,ARM,2021-09-29,896,22
Armenia,ARM,2021-09-30,1022,20
Armenia,ARM,2021-10-01,934,20
Armenia,ARM,2021-10-02,1152,15
Armenia,ARM,2021-10-03,907,18
Armenia,ARM,2021-10-04,627,25
Armenia,ARM,2021-10-05,891,22
Armenia,ARM,2021-10-06,1155,21
Armenia,ARM,2021-10-07,1309,26
Armenia,ARM,2021-10-08,1202,33
Armenia,ARM,2021-10-09,1331,30
Armenia,ARM,2021-10-10,1151,20
Armenia,ARM,2021-10-11,601,26
Armenia,ARM,2021-10-12,903,43
Armenia,ARM,2021-10-13,1217,28
Armenia,ARM,2021-10-14,1589,29
Armenia,ARM,2021-10-15,1765,38
Armenia,ARM,2021-10-16,1863,41
Armenia,ARM,2021-10-17,1697,24
Armenia,ARM,2021-10-18,1192,27
Armenia,ARM,2021-10-19,1054,37
Armenia,ARM,2021-10-20,2066,28
Armenia,ARM,2021-10-21,2603,32
Armenia,ARM,2021-10-22,2146,42
Armenia,ARM,2021-10-23,1962,31
Armenia,ARM,2021-10-24,2354,38
Armenia,ARM,2021-10-25,1184,42
Armenia,ARM,2021-10-26,1517,57
Armenia,ARM,2021-10-27,2074,39
Armenia,ARM,2021-10-28,2307,38
Armenia,ARM,2021-10-29,2096,43
Armenia,ARM,2021-10-30,2193,52
Armenia,ARM,2021-10-31,1587,44
Armenia,ARM,2021-11-01,1071,51
Armenia,ARM,2021-11-02,1232,62
Armenia,ARM,2021-11-03,2045,50
Armenia,ARM,2021-11-04,2330,41
Armenia,ARM,2021-11-05,1835,50
Armenia,ARM,2021-11-06,2177,46
Armenia,ARM,2021-11-07,1417,42
Armenia,ARM,2021-11-08,810,30
Armenia,ARM,2021-11-09,1121,62
Armenia,ARM,2021-11-10,1675,69
Armenia,ARM,2021-11-11,1482,36
Armenia,ARM,2021-11-12,1309,70
Armenia,ARM,2021-11-13,1251,39
Armenia,ARM,2021-11-14,882,40
Armenia,ARM,2021-11-15,378,39
Armenia,ARM,2021-11-16,572,52
Armenia,ARM,2021-11-17,982,46
Armenia,ARM,2021-11-18,1019,30
Armenia,ARM,2021-11-19,799,29
Armenia,ARM,2021-11-20,870,41
Armenia,ARM,2021-11-21,492,25
Armenia,ARM,2021-11-22,272,30
Armenia,ARM,2021-11-23,531,48
Armenia,ARM,2021-11-24,860,23
Armenia,ARM,2021-11-25,592,40
Armenia,ARM,2021-11-26,675,40
Armenia,ARM,2021-11-27,517,26
Armenia,ARM,2021-11-28,409,29
Armenia,ARM,2021-11-29,189,21
Armenia,ARM,2021-11-30,398,32
Armenia,ARM,2021-12-01,502,43
Armenia,ARM,2021-12-02,558,21
Armenia,ARM,2021-12-03,399,13
Armenia,ARM,2021-12-04,419,25
Armenia,ARM,2021-12-05,327,14
Armenia,ARM,2021-12-06,95,8
Armenia,ARM,2021-12-07,240,27
Armenia,ARM,2021-12-08,410,10
Armenia,ARM,2021-12-09,300,19
Armenia,ARM,2021-12-10,347,20
Armenia,ARM,2021-12-11,290,21
Armenia,ARM,2021-12-12,133,14
Armenia,ARM,2021-12-13,66,17
